2020-10-08 Thursday 22:40:37 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:37 $(filename)s : INFO  * Restarting with stat
2020-10-08 Thursday 22:40:38 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:38 $(filename)s : WARNING  * Debugger is active!
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Debugger PIN: 187-904-191
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (1, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐÎÖÏí¿Æ¼¼ÓÐÏÞ¹«Ë¾±±¾©·Ö¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (66, ('Python¿ª·¢¹¤³ÌÊ¦ÊµÏ°', '4.5-6Ç§/ÔÂ', '³É¶¼-³É»ªÇø', 'ÎÞÐè¾­Ñé', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼', ''), 'ËÄ´¨À¤±´ÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (67, ('Python¿ª·¢¹¤³ÌÊ¦£¨¿É×ªÕý£©', '3-4.5Ç§/ÔÂ', '³É¶¼-ÎäºîÇø', 'ÎÞÐè¾­Ñé', 'ÕÐ3ÈË', '10-08·¢²¼', ''), '³É¶¼öïÒ¡ÎïÁªÍøÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (68, ('Python ERPÈí¼þ¿ª·¢¹¤³ÌÊ¦', '0.6-1Íò/ÔÂ', '¹ãÖÝ-Ôö³ÇÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '10-08·¢²¼'), '¹ãÖÝ»Ò¶È²ß»®´´ÒâÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (69, ('Python¿ª·¢¹¤³ÌÊ¦£¨¿ÉÊµÏ°£©', '3-4.5Ç§/ÔÂ', '³É¶¼-ÎÂ½­Çø', 'ÎÞÐè¾­Ñé', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼', ''), '³É¶¼ÉÏöÎÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (70, ('´óÊý¾Ý¿ª·¢¹¤³ÌÊ¦ (Spark/Python)', '1.2-2Íò/ÔÂ', '³É¶¼-ÎÂ½­Çø', 'ÎÞÐè¾­Ñé', 'ÕÐÈô¸ÉÈË', '', ''), '½­ËÕÌ«ºþÔÆ¼ÆËãÐÅÏ¢¼¼Êõ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (71, ('Scratch¿Î³Ì¡¢Python¿Î³Ì¡¢C++¿Î³Ì½ÌÊ¦', '4.5-6Ç§/ÔÂ', '³¤´º-¶þµÀÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ5ÈË', '10-08·¢²¼'), '°Í¶Ù´´¿Í£¨¼ªÁÖ£©½ÌÓý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (72, ('PythonÊµÏ°Éú', '4.5-6Ç§/ÔÂ', 'ËÕÖÝ-¹¤ÒµÔ°Çø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '´ó×¨', 'ÕÐ4ÈË', '10-08·¢²¼'), 'ËÕÖÝ»ªÅå¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (73, ('Python¿ª·¢¹¤³ÌÊ¦£¨½ðÈÚÈí¼þ£©', '1-2Íò/ÔÂ', 'ËÕÖÝ-Îâ½­Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), 'ËÕÖÝÒø·áî£ÕÜÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (74, ('(¼±Æ¸) python¿ª·¢¹¤³ÌÊ¦', '4-8Ç§/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', 'ÎÞÐè¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), '³É¶¼°ÍµÏ°ÍµÏÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (75, ('Python¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', 'ËÕÖÝ-¹¤ÒµÔ°Çø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), '½­ËÕÎ÷¸ñÊý¾Ý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (76, ('Python±à³ÌÀÏÊ¦', '0.5-1.5Íò/ÔÂ', 'ºÏ·Ê', 'ÔÚÐ£Éú/Ó¦½ìÉú', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ºÏ·ÊãåÂë°®¶÷½ÌÓý×ÉÑ¯ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (77, ('Python¿ª·¢¹¤³ÌÊ¦ÖúÀí', '4.5-6Ç§/ÔÂ', 'Ö£ÖÝ', 'ÎÞÐè¾­Ñé', 'ÖÐ×¨', 'ÕÐ16ÈË', '10-08·¢²¼'), 'ºÓÄÏ°¬ÒðË¹ÎïÁªÍø¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (78, ('Python¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', '¹ãÖÝ-»ÆÆÒÇø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '¸ßÖÐ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), '¹ãÖÝ»ªÑëµç×Ó¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (79, ('pythonÅÀ³æ¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '³¤É³-Ü½ÈØÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ºþÄÏ¾ÅÔÃ·¿µØ²ú¿ª·¢ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (80, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '2.5-3.5Íò/ÔÂ', 'ÉîÛÚ-¸£ÌïÇø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐµÀºÏË³µç×Ó¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (81, ('PythonÑÐ·¢¹¤³ÌÊ¦£¨¿ç¾³µçÉÌ£©', '1.5-2Íò/ÔÂ', 'ÉîÛÚ-Áú»ªÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'Íò²©Ê±´ú£¨ÉîÛÚ£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (82, ('Python¿ª·¢¹¤³ÌÊ¦', '1.3-1.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '10-08·¢²¼'), 'ÐÅ±ØÓÅ(ÉîÛÚ)ÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (83, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', '¹ãÖÝ', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), '¹ãÖÝÊÐÄýÖÇ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (84, ('pythonËã·¨¹¤³ÌÊ¦', '5-9Ç§/ÔÂ', 'ÎÞÎý-ÎÞÎýÐÂÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'Â¡ÕýÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (85, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', 'ËÕÖÝ-Ïà³ÇÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), 'ÖÐºãÊý×Ö½¨Ôì¼¼Êõ£¨ËÕÖÝ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (86, ('pythonºó¶Ë¿ª·¢¹¤³ÌÊ¦', '1-1.6Íò/ÔÂ', 'ËÕÖÝ-Ïà³ÇÇø', '2Äê¾­Ñé', '±¾¿Æ', '', ''), 'ÉÏº£å­Ì«ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (87, ('pythonÊµÏ°Éú¸£Àû´ýÓöÓÅ', '4.5-6Ç§/ÔÂ', 'ÄÏ¾©-ÐþÎäÇø', 'ÎÞÐè¾­Ñé', '¸ßÖÐ', 'ÕÐ3ÈË', '10-08·¢²¼'), '½­ËÕÃÉÒÚÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (88, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐ¿­Ìì´ï¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (89, ('Python¿ª·¢Ó¦ÓÃ¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', '', ''), 'ÖÐÑ¶Ö¾Ô¶£¨Îäºº£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (90, ('Python ¿ª·¢¹¤³ÌÊ¦£¨ÎåÏÕÒ»½ð£©', '1-1.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', '', ''), '°ÙÁîÐÅÏ¢¿Æ¼¼£¨ÉÏº££©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (91, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '¹ãÖÝ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), '¹ãÖÝÉÐå·ÆóÒµ¹ÜÀí¹ËÎÊÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (92, ('pythonÈí¼þ¿ª·¢¹¤³ÌÊ¦', '3-6Íò/ÔÂ', 'ÉÏº£-ÑîÆÖÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ5ÈË', '10-08·¢²¼'), 'ËÕÖÝ¸´ðÀµç×Ó¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (93, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'Î÷°²-¸ßÐÂ¼¼Êõ²úÒµ¿ª·¢Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), '°Â²©½ÜÌìÈí¼þ£¨±±¾©£©ÓÐÏÞ¹«Ë¾Î÷°²·Ö¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (94, ('PythonÅÀ³æ¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', '¹ãÖÝ-ÀóÍåÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), '¹ãÖÝÊ±Ê±ÃÀµç×ÓÉÌÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (95, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ºÏ·Ê', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼'), 'ºÏ·ÊÊÐºÏÈ¤ÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (96, ('Python¿ª·¢', '1.5-2.5Íò/ÔÂ', 'º¼ÖÝ-Î÷ºþÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'Õã½­±£ÈÚ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (97, ('Python´óÑ§½²Ê¦', '0.8-1Íò/ÔÂ', '±¦¼¦', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '10-08·¢²¼'), 'ÉÂÎ÷ºñäß½ÌÓý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (98, ('×ÊÉîpython¿ª·¢¹¤³ÌÊ¦', '1.8-2.5Íò/ÔÂ', 'º¼ÖÝ-½­¸ÉÇø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼'), '¹¹ÃÀ£¨Õã½­£©ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (99, ('Python¿ª·¢¾­Àí', '2-2.5Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼'), 'ÉÏº£½ðÉ¼Êý½ð»¥ÁªÍø¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (100, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', '¹ãÖÝ', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), '‹ Îõ¿Ø¹É£¨¹ãÖÝ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (101, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÄÏ¾©-Óê»¨Ì¨Çø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ5ÈË', '10-08·¢²¼'), 'Ò×±¦Èí¼þ¿Æ¼¼£¨ÄÏ¾©£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (102, ('ÉÙ¶ù±à³ÌPython½²Ê¦', '0.8-1Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼'), 'ÉîÛÚÊ¢Ë¼½ÌÓý×ÉÑ¯ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (103, ('python¿ª·¢£¨Öé½­ÐÂ³Ç£©', '1-1.5Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '10-08·¢²¼'), '¹ãÖÝÊÐ×¿ÎªÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (104, ('pythonÅÀ³æ¹¤³ÌÊ¦', '1-1.8Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', '2Äê¾­Ñé', '´ó×¨', '', ''), 'ºâÕÜÐÅÏ¢¿Æ¼¼£¨ÉÏº££©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (105, ('python¿ª·¢', '2-3Íò/ÔÂ', 'ÉÏº£-ºç¿ÚÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ5ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐ½ÝÐËµç×ÓÉÌÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (106, ('Python¿ª·¢¹¤³ÌÊ¦', '1.2-2.5Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ20ÈË', '10-08·¢²¼'), '¸£ÖÝ²®ÀÖÆóÒµ¹ÜÀí·þÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (107, ('Python', '5-8Ç§/ÔÂ', 'ÉîÛÚ-±¦°²Çø', 'ÎÞÐè¾­Ñé', 'ÕÐ3ÈË', '10-08·¢²¼', ''), 'ºÏ·ÊÕý¼ÑÖÇÄÜ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (108, ('pythonÊµÏ°Éú', '1-1.5Íò/ÔÂ', 'ÉîÛÚ-¸£ÌïÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ4ÈË', '10-08·¢²¼'), 'Î÷°²»Û¾ÛÖ®ÐÇ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (109, ('python ¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', '¹ãÖÝ-ÀóÍåÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '10-08·¢²¼'), '¹ãÖÝÊÐÒøºÓÔÚÏßÊÎÆ·ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (110, ('Python¿ª·¢¹¤³ÌÊ¦', '0.9-1.1Íò/ÔÂ', 'ÉîÛÚ-Áú¸ÚÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÔÆÖÇ»ã£¨ÉîÛÚ£©¸ßÐÂ¿Æ¼¼·þÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (111, ('PythonÈË¹¤ÖÇÄÜ¿ª·¢¹¤³ÌÊ¦ÖúÀí', '4.5-6Ç§/ÔÂ', 'ÄÏ¾©-Óê»¨Ì¨Çø', 'ÎÞÐè¾­Ñé', '´ó×¨', 'ÕÐ5ÈË', '10-08·¢²¼'), 'ÄÏ¾©Èý½Ý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (112, ('Python¹¤³ÌÊ¦', '1.2-1.5Íò/ÔÂ', 'ÉîÛÚ-Áú¸ÚÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐÄûÃÊÊ÷¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (113, ('Python¿ª·¢¹¤³ÌÊ¦', '0.6-1.2Íò/ÔÂ', 'ÉîÛÚ-Áú¸ÚÇø', '2Äê¾­Ñé', '´ó×¨', '', ''), 'ÉîÛÚÊÐÔó»ã¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (114, ('¸ß¼¶Python¿ª·¢¹¤³ÌÊ¦', '2-3.5Íò/ÔÂ', 'ÉîÛÚ', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ3ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐ´ïÎõ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (115, ('python¿ª·¢£¨Êý¾ÝÖÐÌ¨£©-R', '1-1.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÕÐÒøÔÆ´´£¨ÉîÛÚ£©ÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (116, ('PythonÈË¹¤ÖÇÄÜ', '0.8-1Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ3ÈË', '10-08·¢²¼'), 'ÉÏº£ÍîÔµÆóÒµµÇ¼Ç´úÀíÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (117, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), '²©ÄÉµÂ¼¯ÍÅ')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (118, ('PythonÈí¼þ¹¤³ÌÊ¦', '0.6-1Íò/ÔÂ', 'º¼ÖÝ-½­¸ÉÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '10-08·¢²¼'), 'º¼ÖÝ·ºÀû¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (119, ('PythonÅÀ³æ¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', 'º¼ÖÝ-½­¸ÉÇø', '2Äê¾­Ñé', '±¾¿Æ', '', ''), '½ðÕÂÐÅÏ¢¼¼Êõ£¨ÉÏº££©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (120, ('Python/ÅÀ³æ¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', '³¤É³-ÔÀÂ´Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ºþÄÏÊ¡½ð¶ÜÐÅÏ¢°²È«µÈ¼¶±£»¤ÆÀ¹ÀÖÐÐÄÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (121, ('Python Web¿ª·¢¹¤³ÌÊ¦', '5-8Ç§/ÔÂ', 'À¥Ã÷-ÅÌÁúÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'À¥Ã÷»¨Ò×±¦¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (122, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', 'ÉÏº£-ãÉÐÐÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), 'ºìÐÇÃÀ¿­Áú¼Ò¾Ó¼¯ÍÅ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (123, ('PythonÊµÏ°Éú+Ë«ÐÝ', '4-8Ç§/ÔÂ', 'ÉîÛÚ-ÑÎÌïÇø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '´ó×¨', 'ÕÐ3ÈË', '10-08·¢²¼'), 'ÉîÛÚÔÞ³ÈÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (124, ('Python¿ª·¢¹¤³ÌÊ¦', '0.7-1.3Íò/ÔÂ', 'ÏÃÃÅ', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÐÂÅµ±±¶·º½¿ÆÐÅÏ¢¼¼Êõ£¨ÏÃÃÅ£©¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (125, ('Python¿ª·¢¹¤³ÌÊ¦', '0.7-1Íò/ÔÂ', 'ÏÃÃÅ', '1Äê¾­Ñé', '´ó×¨', '', ''), '±±¾©Ô¶Ë÷¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (126, ('PythonËã·¨¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÏÃÃÅ', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '10-08·¢²¼'), 'ÏÃÃÅÖÐôáÒ×ÓÅ´´¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (127, ('Python¿ª·¢¹¤³ÌÊ¦', '4.5-6Ç§/ÔÂ', 'ºÏ·Ê-¾­¿ªÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), '°²»ÕÈýÍØÖÇÄÜ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (128, ('PythonÊý¾Ý·ÖÎöÊ¦', '4-8Ç§/ÔÂ', 'ÄÏ²ý-ÇàÉ½ºþÇø', 'ÎÞÐè¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÒåÎÚÊÐ¹þ±Ëµç×ÓÉÌÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (129, ('python´óÊý¾Ý·ÖÎö¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'º£¿Ú', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ6ÈË', '10-08·¢²¼'), '¶«ÓªÃ×ÎÄÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (130, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ÎÂÖÝ', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ3ÈË', '10-08·¢²¼'), 'Õã½­¿¨Ò×ÖÇ»ÛÒ½ÁÆ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (131, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', 'ÉÏº£-ãÉÐÐÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉÏº£çæ»æÊýÂëÓ°Ïñ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
